,x,y,z
959,0.04,0.02,1.0
2114,0.04,0.05,1.0
10148,0.04,0.05,1.0
17094,0.05,0.0,1.09
14223,0.12,-0.04,1.0
8484,0.04,0.03,1.0
19427,0.19,0.21000000000000002,0.92
19145,0.04,0.04,1.0
8828,0.04,0.03,1.0
9706,0.04,0.05,1.0
16139,0.03,0.05,1.0
19569,0.04,0.04,1.0
12625,0.26,-0.02,0.91
3023,0.04,0.02,1.0
4979,0.04,0.05,1.01
2404,0.04,0.05,1.01
8115,0.04,0.05,1.01
8048,0.04,0.05,1.01
5962,0.04,0.02,1.0
18647,0.04,0.04,1.0
16786,0.04,0.03,1.0
14382,0.04,0.02,1.0
15409,0.04,0.05,1.0
2630,0.04,0.05,1.01
16175,0.04,0.04,1.0
3244,0.04,0.03,1.0
15195,0.04,0.04,1.0
13584,0.04,0.04,1.01
2918,0.0,-0.42,0.93
14062,0.04,0.02,1.0
9298,0.04,0.02,1.0
15620,0.04,0.05,1.0
76,0.04,0.02,1.0
15681,0.04,0.05,1.0
13633,0.02,0.020000000000000004,1.07
14146,0.04,0.03,1.0
17294,0.02,0.05,0.91
17664,0.04,0.02,1.0
7360,0.04,0.04,1.0
5347,0.04,0.04,1.01
13151,0.04,0.04,1.0
93,0.04,0.03,1.0
15328,0.01,-0.01,0.99
15294,0.04,0.02,1.1
2746,0.05,-0.44,0.93
7959,0.22,0.16999999999999998,1.11
7525,0.04,0.04,1.0
5179,0.04,0.04,1.01
11793,0.04,0.02,1.0
2342,0.1,-0.039999999999999994,1.01
14915,0.04,0.03,1.0
8737,0.04,0.03,1.0
11874,0.19,0.14,1.02
1888,0.18,0.06,0.95
10444,-0.02,-0.0,1.02
6294,0.04,0.03,1.0
4623,0.07,-0.19,0.99
9160,0.04,0.02,1.0
10406,0.04,0.05,1.0
19460,0.04,0.04,1.01
16632,0.17,0.12,0.96
10460,0.01,0.11,1.01
17673,0.04,0.03,1.0
2783,0.04,0.02,1.0
11852,0.04,0.02,1.0
9948,0.04,0.05,1.0
8742,0.04,0.02,1.0
16320,0.04,0.04,1.01
2470,0.04,0.05,1.01
15559,0.03,0.04,1.0
5857,0.04,0.03,1.0
5868,0.04,0.02,1.0
18188,0.02,0.06,1.0
17954,0.11,0.01,0.88
9824,0.04,0.05,1.0
10215,0.03,0.05,1.0
3781,-0.02,0.05,0.99
2321,0.03,0.04,1.01
16425,0.04,0.04,1.01
2189,0.04,0.009999999999999995,1.08
4800,0.04,0.06,0.99
1157,0.05,0.02,1.05
11651,0.04,0.02,1.0
329,0.04,0.03,1.0
10862,0.0,0.009999999999999995,1.18
16596,0.03,0.05,1.01
16049,0.03,0.04,1.01
7212,0.04,0.05,1.0
3067,0.04,0.02,1.0
16212,0.04,0.05,1.01
12903,0.04,0.05,1.0
4699,0.04,0.04,1.0
12906,0.04,0.05,1.0
14218,0.14,-0.09,1.03
2468,0.03,0.04,1.01
2891,0.04,0.02,1.0
8430,-0.02,0.02,1.01
2195,0.11,0.020000000000000004,0.97
11343,0.04,0.03,1.0
7377,0.04,0.04,1.0
16611,0.04,0.04,1.01
9133,0.04,0.03,1.0
19344,0.04,0.04,1.0
8446,-0.2,0.01,1.04
6961,0.07,0.11,1.04
14524,0.04,0.02,1.0
6463,0.01,0.23,1.02
15288,0.12,-0.04,0.9
19635,0.04,0.04,1.01
13761,0.03,0.05,1.01
11226,0.03,0.02,1.0
10379,0.04,0.04,1.0
8425,0.04,0.03,1.0
4298,0.03,0.04,1.05
14056,0.04,0.03,1.0
19309,0.26,0.22999999999999998,1.02
5754,0.04,0.03,1.0
2326,0.04,0.04,1.0
4524,0.04,0.04,1.0
7468,0.04,0.04,1.0
2497,0.04,0.04,1.01
8465,0.04,0.03,1.0
7649,0.04,0.04,1.0
5681,0.02,0.59,0.82
3387,0.04,0.02,1.0
5720,0.04,0.03,1.0
2944,0.04,0.02,1.0
19236,0.04,0.04,1.0
789,0.04,0.03,1.0
3468,0.04,0.03,1.0
10861,-0.19,0.31,1.01
15969,0.03,0.04,1.0
11470,0.04,0.03,1.0
19238,0.04,0.04,1.0
19731,0.03,0.04,1.01
17726,0.04,0.03,1.0
6838,0.04,0.03,1.0
8560,0.04,0.03,1.0
15671,0.04,0.05,1.0
3502,0.04,0.03,1.0
584,0.04,0.03,1.0
349,0.04,0.02,1.01
9844,-0.01,0.02,1.0
8932,-0.2,0.11,1.13
3470,0.04,0.03,1.0
15567,0.09,0.06,0.98
802,0.04,0.03,1.0
3676,0.04,0.03,1.0
15691,0.04,0.04,1.0
10107,0.02,0.13,0.87
5606,0.04,0.03,1.0
9835,0.04,0.06,1.0
12226,0.04,0.03,1.0
15368,0.04,0.05,1.0
19435,0.0,0.009999999999999995,1.04
3175,0.03,0.02,1.0
12243,0.07,0.06,1.01
8586,0.04,0.02,1.0
7593,0.04,0.04,1.0
2780,0.04,0.03,1.0
7140,0.04,0.05,1.0
1619,-0.02,0.05,1.02
7695,0.04,0.03,1.0
17745,0.04,0.02,1.0
13336,0.04,0.05,1.0
14999,0.04,0.02,1.0
5512,0.02,0.12,0.99
17748,0.04,0.03,1.0
9026,0.04,0.03,1.0
18427,0.11,0.04,0.99
13907,0.17,-0.26,0.78
16098,0.03,0.04,1.0
2406,0.04,0.04,1.01
13448,0.03,0.04,1.05
17006,0.0,0.03,1.02
10465,0.04,0.05,1.0
13624,0.04,0.04,1.01
8029,0.04,0.04,1.01
4089,0.04,0.05,1.0
7665,0.02,0.05,1.06
19748,0.04,0.05,1.01
1705,0.04,0.04,1.0
12599,0.04,0.05,1.0
6143,0.04,0.02,1.0
11648,0.04,0.03,1.0
16146,0.03,0.05,1.0
4851,0.05,-0.07,0.99
15591,0.04,0.04,1.0
3686,0.09,-0.56,0.78
15814,0.04,0.04,1.0
8649,0.04,0.03,1.0
10769,0.04,0.04,1.01
13280,0.05,0.05,1.0
19604,0.11,-0.3,1.15
2215,0.03,0.04,1.01
14671,0.04,0.02,1.0
12472,0.04,0.05,1.0
3229,0.0,-0.27,0.79
18070,0.04,0.02,1.0
14676,0.04,0.02,1.0
13420,0.04,0.04,1.01
19792,0.04,0.04,1.01
6505,0.04,0.03,1.0
4620,0.16,-0.45,0.91
13102,0.04,0.04,1.0
2111,0.04,0.05,1.01
18571,0.02,0.04,1.0
3110,0.04,0.03,1.0
14672,0.04,0.02,1.0
7827,0.04,0.06,1.02
5013,0.04,0.05,1.02
13973,0.11,0.17,1.06
17503,0.04,0.02,1.0
2372,0.04,0.04,1.01
11228,0.04,0.02,1.0
440,0.01,0.14,1.01
18386,0.1,0.04,1.04
18026,0.04,0.03,1.0
11652,0.04,0.03,1.0
833,0.04,0.02,1.0
16890,0.1,0.1,1.0
3148,-0.04,0.08,1.0
8591,0.04,0.03,1.0
14806,0.04,0.02,1.0
1226,0.04,0.04,1.0
12977,0.04,0.04,1.0
2597,0.04,0.04,1.01
3361,0.09,-0.09,0.9
7589,0.03,0.04,1.0
8960,0.04,0.02,1.0
19778,-0.0,0.06,1.15
12658,0.04,0.05,1.0
10082,0.04,0.04,1.0
2706,0.04,0.02,0.99
17248,0.04,0.03,1.0
10502,-0.2,0.13,0.96
19246,0.04,0.04,1.0
9926,0.02,0.1,1.06
16128,0.04,0.04,1.0
19619,0.04,0.05,1.01
15787,0.01,0.0,1.0
14263,0.04,0.03,1.0
3299,0.04,0.03,1.0
11687,0.04,0.03,1.0
487,0.04,0.02,1.0
14929,0.1,-0.04,0.99
13321,0.04,0.05,1.0
784,0.04,0.03,1.0
7296,0.0,0.01,1.0
15757,0.04,0.04,1.0
10336,-0.13,0.03,1.06
3346,0.04,0.02,1.0
17907,0.16,-0.08,0.96
875,0.04,0.03,1.0
12677,0.02,0.07,0.96
2051,0.06,0.09,0.92
104,0.04,0.02,1.0
11894,0.04,0.03,1.0
13753,0.04,0.04,1.01
1919,0.04,0.04,1.0
7190,0.05,0.08,1.02
6192,0.04,0.02,1.0
7451,0.08,0.17,1.02
3799,0.04,0.03,1.0
109,-0.04,0.01,1.1
2142,0.1,0.04,0.91
18874,0.2,0.0,0.98
10108,-0.1,0.1,0.92
17092,0.05,0.07,1.05
10596,0.04,0.04,1.0
10937,0.04,0.04,1.01
15983,0.03,0.04,1.0
3445,0.04,0.02,1.0
19158,0.24,-0.08,0.96
4803,0.04,0.04,1.0
14178,0.04,0.03,1.0
16501,0.04,0.04,1.01
13904,-0.1,-0.05,1.06
15622,0.04,0.05,1.0
16713,0.04,0.03,1.0
5180,0.03,0.03,1.03
10095,0.03,0.05,1.0
11430,0.04,0.03,1.0
6752,0.03,0.0,1.02
11364,0.04,0.03,1.0
16528,0.09,0.06,1.02
11179,0.03,0.08,1.03
18907,0.04,0.04,1.0
8145,0.01,0.009999999999999995,1.04
11292,0.04,0.03,1.0
1837,0.01,0.13,1.05
18123,0.04,0.02,1.0
15611,0.04,0.04,1.0
10070,0.07,0.02,0.95
16846,0.04,0.03,1.0
13960,0.04,0.03,1.0
11438,0.03,0.02,1.0
10462,0.04,0.03,1.0
18712,0.04,0.04,1.0
3073,0.04,0.02,1.0
9192,0.04,0.02,1.0
16338,0.04,0.05,1.01
5853,0.04,0.02,1.0
13700,0.04,0.04,1.01
1311,0.04,0.05,1.0
3612,0.04,0.03,1.0
790,0.04,0.02,1.0
17600,0.03,0.07,0.99
18405,0.04,0.05,1.0
8617,0.04,0.03,1.0
3405,0.0,-0.13,0.93
18531,0.04,0.05,1.0
2519,0.04,0.05,1.01
14538,0.04,0.02,1.0
16981,0.04,0.03,1.0
16803,0.09,0.04,1.0
13565,0.04,0.04,1.01
6869,0.04,0.05,1.0
17914,0.05,0.18,1.02
10022,0.04,0.05,1.0
9899,-0.08,0.04,1.11
10373,0.04,0.04,1.0
5416,0.03,0.04,1.0
6856,0.04,0.05,1.0
14177,0.01,0.04,1.04
5704,0.04,0.03,1.0
17391,0.05,0.2,1.0
11799,0.04,0.03,1.0
10012,0.04,0.05,1.0
14329,0.04,0.02,1.0
3422,0.04,0.02,1.0
18499,0.13,0.05,0.96
7583,0.04,0.04,1.0
12649,0.04,0.04,1.0
8917,0.04,0.02,1.0
5870,0.04,0.03,1.0
713,0.09,0.01,0.99
15132,0.06,-0.01,1.01
4716,0.04,0.04,1.0
15595,0.03,0.05,1.0
6487,0.05,0.02,1.0
14230,0.18,0.12,0.87
5875,0.04,0.02,1.0
16130,0.03,0.05,1.0
551,0.04,0.05,1.01
11872,0.43,-0.05,0.96
3349,0.04,0.03,1.0
14359,0.03,-0.02,1.02
15042,0.13,0.04,0.96
12943,0.06,0.11,1.0
9556,0.0,0.02,0.89
17980,0.04,0.03,1.0
3379,0.04,0.02,1.0
5482,0.03,0.05,1.01
9484,0.04,0.03,1.0
2102,0.03,0.04,1.01
7766,0.05,0.04,1.0
8097,0.03,0.04,1.01
3846,0.04,0.03,1.0
16132,0.03,0.05,1.0
10426,0.04,0.05,1.0
19547,0.04,0.16,0.88
4723,0.04,0.04,1.0
18007,0.08,-0.04,1.06
11265,0.04,0.03,1.0
10895,0.04,0.05,1.01
17555,0.04,0.03,1.0
2997,0.04,0.02,1.0
11294,0.04,0.03,1.0
7297,0.03,0.02,0.97
10999,0.04,0.04,1.01
11044,0.04,0.04,1.0
5212,0.04,0.04,1.01
19496,0.04,0.05,1.01
19484,0.08,-0.009999999999999995,0.98
17234,-0.04,0.13,1.07
18586,0.04,0.04,1.0
16460,0.09,-0.33999999999999997,1.06
13315,0.05,0.05,1.0
56,0.14,0.08,1.02
3537,0.02,0.02,1.0
2900,0.04,0.02,1.0
400,0.04,0.03,1.0
3049,0.01,-0.13,0.88
7314,0.12,0.22,0.96
17790,0.04,0.02,1.0
18905,0.04,0.05,1.0
14336,0.04,0.02,1.0
7254,0.11,0.25,0.94
9888,0.04,0.05,1.0
8055,0.04,0.04,1.01
12705,0.04,0.04,1.0
6302,0.04,0.03,1.0
15643,0.11,0.08,0.99
11747,0.04,0.03,1.0
18659,0.04,0.04,1.0
8030,0.04,0.05,1.01
10761,0.04,0.04,1.0
520,0.04,0.03,1.0
1758,0.04,0.04,1.0
4831,0.04,0.04,1.0
15592,0.04,0.05,1.0
19362,0.16,0.06,0.9
5710,0.04,0.03,1.0
1071,0.04,0.03,1.0
9356,0.04,0.03,1.0
9459,0.04,0.03,1.0
13262,0.05,0.05,1.0
7320,0.04,0.02,1.02
15477,0.04,0.05,1.0
666,0.04,0.03,1.0
18754,0.04,0.04,1.0
717,0.05,0.05,1.05
14800,0.04,0.02,1.0
1702,0.04,0.05,1.0
1880,0.04,0.05,1.0
13110,0.04,0.03,1.0
18847,0.03,0.05,1.0
8125,0.04,0.05,1.01
17252,0.04,0.03,1.0
7534,0.04,0.04,1.0
16507,0.04,0.04,1.01
7831,0.09,0.1,0.94
7921,0.04,0.04,1.01
14506,0.05,-0.07,1.11
19786,0.01,0.09,1.01
7608,0.05,0.15,1.08
9138,0.04,0.02,1.0
10494,0.04,0.04,1.0
13378,0.04,0.05,1.0
9098,0.04,0.02,1.0
7292,0.01,0.04,1.02
9765,0.04,0.05,1.0
15057,0.04,0.03,1.0
91,0.04,0.02,1.0
2582,0.03,0.04,1.01
12946,0.02,0.03,1.01
9413,0.04,0.02,1.0
10405,0.0,0.06,1.01
16693,0.15,0.23,0.86
19212,0.21,-0.21,0.95
17278,0.05,0.02,1.0
4117,0.04,0.05,1.0
15796,0.02,0.04,1.01
1351,0.04,0.05,1.0
17602,0.04,0.02,1.0
10702,0.03,0.04,1.0
3968,0.04,0.04,1.0
16490,0.04,0.05,1.01
16829,0.03,0.03,1.0
13679,-0.0,-0.009999999999999995,1.01
4301,0.03,-0.09,0.92
15731,-0.01,-0.24,1.01
8582,0.05,0.04,1.04
14442,0.04,0.03,1.0
2786,0.04,0.02,1.0
3734,0.16,-0.19,0.9
7878,0.04,0.04,1.01
7039,0.04,0.05,1.0
17572,0.04,0.03,1.0
17654,0.04,0.02,1.0
5483,0.03,0.03,1.0
3762,0.04,0.03,1.0
11887,0.04,0.02,1.0
7701,0.04,0.04,1.0
8641,-0.19,-0.01,1.07
10027,0.04,0.05,1.0
10865,0.05,0.009999999999999995,1.07
17348,0.04,0.03,1.0
6606,0.04,0.03,1.0
10842,0.03,0.05,1.01
3019,0.04,0.02,1.0
14875,0.03,-0.11,0.98
18091,0.02,0.28,0.99
8350,0.04,0.03,1.0
1105,0.04,0.05,1.0
10683,0.04,0.04,1.0
12128,0.04,0.03,1.0
15200,0.04,0.05,1.0
15662,0.04,0.05,1.0
1560,0.04,0.04,1.0
2493,0.02,0.009999999999999995,1.12
19032,0.04,0.04,1.0
18505,0.02,-0.0,1.06
3668,0.04,0.03,1.0
4872,0.04,0.04,1.0
13331,0.04,0.05,1.0
3525,0.04,0.03,1.0
17959,-0.03,0.35,0.98
19539,0.17,0.07,1.01
13842,0.04,0.04,1.01
16188,0.03,0.04,1.0
2276,0.04,0.04,1.01
2379,0.04,0.05,1.01
18134,0.04,0.18,1.0
10826,0.03,0.04,1.01
14347,0.04,0.02,1.0
292,-0.06,0.02,1.06
2915,-0.03,0.03,1.0
12009,0.04,0.02,1.0
15318,0.04,0.05,1.0
10784,0.03,0.04,1.01
18750,0.04,0.04,1.0
5268,0.04,0.05,1.0
15593,0.04,0.05,1.0
19037,0.04,0.04,1.0
16411,0.18,0.31,0.93
4725,0.04,0.03,1.01
14224,0.11,-0.01,1.03
356,0.11,0.13,0.98
687,0.04,0.03,1.0
4914,0.04,0.05,1.01
838,0.04,0.02,1.0
7778,0.03,0.04,1.0
16453,0.04,0.05,1.01
18653,0.04,0.04,1.0
10850,-0.13,0.12,1.0
1729,0.01,0.1,1.02
18993,0.22,0.29,0.94
16185,0.03,0.05,1.0
2367,0.04,0.04,1.01
17865,0.05,0.18,1.0
18164,0.04,0.03,1.0
11979,0.04,0.02,1.0
17704,0.04,0.02,1.0
4507,0.04,0.08,1.03
12545,0.04,0.04,1.0
14059,0.04,0.03,1.0
8200,0.21,0.33,1.0
9061,0.04,0.03,1.0
7726,0.04,0.04,1.0
6797,0.04,0.03,1.0
7143,0.04,0.04,1.0
3145,0.04,0.21,1.21
891,0.04,0.02,1.01
968,0.03,0.03,1.0
15467,0.04,0.05,1.01
1967,0.04,0.04,1.0
13921,0.1,0.09,0.94
16109,0.01,-0.16,0.83
19433,0.04,0.009999999999999995,0.9
19605,0.08,0.2,0.99
11836,0.04,0.02,1.0
2880,0.04,0.02,1.0
8001,0.04,0.05,1.0
17770,0.04,0.02,1.0
14720,0.03,0.11,1.18
2272,0.04,0.05,1.01
3961,0.04,0.05,1.0
11436,0.04,0.03,1.0
12148,0.04,0.01,1.0
132,0.04,0.03,1.0
17312,0.04,0.02,1.0
18956,0.04,0.04,1.0
7579,0.04,0.04,1.0
393,0.04,0.03,1.0
7258,0.04,0.08,1.01
12013,0.04,0.03,1.0
4159,0.01,-0.13,0.96
18709,0.04,0.05,1.0
9430,0.04,0.03,1.0
4287,0.04,0.05,1.01
19506,0.04,0.04,1.01
11985,0.04,0.03,1.0
9153,0.04,0.03,1.0
225,0.02,0.0,1.0
18068,0.04,0.03,1.0
19228,0.04,0.04,1.0
7511,0.04,0.06,1.0
4952,0.04,0.05,1.01
11423,0.04,0.03,1.0
14293,0.04,0.02,1.0
9679,0.04,0.02,1.0
10541,0.04,0.05,1.0
11465,0.03,0.02,1.0
15837,-0.07,0.16,0.93
13037,0.03,0.04,1.0
5418,0.03,0.05,1.01
19211,0.12,-0.26,1.09
3528,0.04,0.02,1.0
3660,0.04,0.02,1.0
4094,0.02,0.05,1.06
7478,0.04,0.04,1.0
13027,0.04,0.04,1.0
2963,0.04,0.02,1.0
4545,0.04,0.05,1.0
9020,0.04,0.02,1.0
2428,0.03,0.04,1.01
13288,0.04,0.05,1.0
5711,0.04,0.03,1.0
13180,0.04,0.03,1.02
15421,0.04,0.04,1.0
3700,0.04,0.03,1.0
12066,0.04,0.02,1.0
14006,0.04,0.03,1.0
16774,0.04,0.03,1.0
17184,0.04,0.03,1.0
16847,0.04,0.03,1.0
16920,0.04,0.03,1.0
17990,0.04,0.02,1.0
16772,0.04,0.03,1.01
7642,0.04,0.04,1.0
5976,-0.12,0.43,0.93
8996,-0.05,0.09,0.99
810,0.03,0.06,1.0
16389,0.03,0.04,1.01
2657,0.04,0.04,1.01
16873,0.1,-0.13,0.93
19733,0.04,0.05,1.01
19773,0.14,0.26,1.13
3293,0.04,0.03,1.0
3780,0.04,0.02,1.07
3817,0.04,0.03,1.0
16086,0.03,0.04,1.0
12000,0.04,0.02,1.0
19759,0.03,0.05,1.01
4331,0.04,0.05,1.0
9291,-0.04,0.05,0.93
1396,0.04,0.04,1.0
17266,0.04,0.03,1.0
3491,0.09,-0.46,0.83
19293,0.04,0.05,1.0
15265,0.04,0.05,1.0
14640,0.04,0.03,1.0
14074,0.04,0.03,1.0
16566,0.03,0.05,1.01
15293,0.1,0.04,1.08
11210,0.05,0.04,1.01
9975,-0.05,0.05,1.06
14855,0.04,0.02,1.0
8808,0.04,0.03,1.0
1739,0.04,0.04,1.0
1570,0.04,0.05,1.0
463,0.04,0.02,1.0
744,0.04,0.02,1.0
9454,0.02,0.05,1.06
18125,0.02,0.02,1.0
4236,0.04,0.04,0.98
9936,0.04,0.05,1.0
6934,0.04,0.05,1.0
12309,0.04,0.03,1.0
18323,0.17,0.11,1.01
17711,0.04,0.03,1.0
16591,0.04,0.05,1.01
5969,0.04,0.03,1.0
17873,0.08,-0.17,1.19
15143,0.08,-0.02,1.0
4635,0.04,0.04,1.0
14635,0.04,0.02,1.0
10822,0.04,0.04,1.01
18940,0.02,0.05,1.01
5539,0.04,0.03,1.0
7962,0.07,-0.009999999999999995,0.99
9673,0.04,0.02,1.0
14418,-0.0,-0.04,1.02
5650,0.04,0.03,1.0
15266,0.04,0.05,1.0
10201,0.08,-0.01,0.96
18733,0.04,0.04,1.0
21,0.04,0.02,1.0
16015,0.02,0.04,1.0
2957,0.04,0.02,1.0
15006,0.03,0.03,1.0
6016,0.04,0.02,1.0
19504,0.04,0.04,1.01
780,0.03,0.04,1.0
11037,0.04,0.04,1.01
8241,0.04,0.04,1.01
13552,0.02,0.04,1.09
12482,0.04,0.05,1.0
7219,0.04,0.05,1.0
3561,0.04,0.03,1.0
19320,0.03,0.020000000000000004,1.05
13451,0.03,0.04,1.0
17937,0.04,0.02,1.0
5085,0.04,0.05,1.01
1471,-0.03,0.04,1.03
11365,0.04,0.02,1.0
19224,0.04,0.1,1.03
18567,0.01,0.0,1.02
10540,0.04,0.04,1.0
17492,0.03,0.34,0.95
15123,0.04,0.03,1.0
9464,0.04,0.03,1.0
368,0.04,0.02,1.0
18346,0.04,0.04,1.0
13915,0.17,-0.03,0.93
64,0.02,0.08,1.04
4486,0.04,0.05,1.0
19556,0.04,0.04,1.01
18114,0.04,0.02,1.0
1724,0.08,0.06,0.98
15967,0.03,0.04,1.0
5780,0.04,0.03,1.0
4321,-0.02,0.11,1.0
8085,0.04,0.04,1.02
1827,0.04,0.05,1.0
18813,0.05,-0.2,1.1
17440,-0.02,0.45,0.97
14208,0.04,0.03,1.0
3340,0.04,0.02,1.0
16794,0.04,0.03,1.0
1922,0.04,0.05,1.0
12405,0.04,0.02,1.0
1571,0.04,0.05,1.0
1834,0.12,0.07,0.89
9613,0.04,0.02,1.0
1244,0.04,0.05,1.0
19593,0.08,-0.020000000000000004,0.99
10780,0.03,0.04,1.01
10606,0.03,0.04,1.01
5006,0.15,-0.039999999999999994,1.14
11057,0.02,0.08,1.03
10152,0.04,0.05,1.0
17618,0.04,0.02,1.0
16775,0.04,0.03,1.0
9359,0.04,0.02,1.0
18252,0.04,0.05,1.0
11757,0.04,0.02,1.0
10023,0.04,0.05,1.0
5238,0.03,0.04,1.01
8320,0.04,0.02,1.0
18337,0.02,-0.03,1.03
14205,0.04,0.02,1.0
1224,0.04,0.04,1.0
1780,0.15,0.07,1.02
14069,0.04,0.02,1.0
13605,0.03,0.05,1.01
11458,0.12,0.1,1.16
12763,0.04,0.04,1.0
11212,0.04,0.03,1.0
9794,-0.28,0.04,1.06
17454,0.04,0.02,1.0
7075,0.01,0.03,1.0
15637,0.11,-0.08,0.96
749,0.04,0.02,1.0
8068,0.03,0.05,1.01
5693,0.04,0.02,1.0
1261,0.08,0.03,1.0
7961,0.11,-0.06000000000000001,1.07
1891,0.11,0.05,0.98
10424,0.04,0.05,1.0
712,0.09,0.02,0.97
19045,0.05,-0.11,0.93
17473,0.04,0.02,1.0
14041,0.19,-0.09,0.96
8853,0.04,0.03,1.0
5177,0.04,0.05,1.01
3450,0.04,0.03,1.0
3414,0.04,0.03,1.0
12894,0.04,0.04,1.0
11260,0.04,0.03,1.0
4046,0.06,-0.46,0.86
6039,0.03,0.03,1.0
14014,0.04,0.03,1.0
9297,0.04,0.03,1.0
11218,0.04,0.03,1.0
1797,0.04,0.04,1.0
15652,0.04,0.05,1.0
6484,0.04,0.0,1.0
5444,0.08,-0.03,0.87
1661,0.04,0.04,1.0
212,0.03,0.03,1.0
15380,0.04,0.05,1.0
17346,0.02,0.1,0.92
4726,0.01,0.02,0.97
19322,0.03,0.04,1.02
5631,0.04,0.03,1.0
9589,0.04,0.03,1.0
2170,0.04,0.04,1.0
3201,0.04,0.03,1.0
793,0.04,0.03,1.0
233,0.07,0.06,0.96
12947,0.05,0.04,1.0
16609,0.04,0.05,1.01
209,0.04,0.03,1.0
14558,0.11,0.1,1.04
16124,0.03,0.04,1.01
4821,0.04,0.04,1.0
10621,-0.24,0.08,0.91
2418,0.04,0.04,1.01
7298,0.07,0.07,0.98
14484,0.04,0.02,1.0
11930,0.04,0.03,1.0
835,0.04,0.03,1.0
10230,0.03,0.05,1.0
9023,0.04,0.02,1.0
11621,0.04,0.02,1.0
6634,0.04,0.02,1.0
1222,0.04,0.04,1.0
11287,0.04,0.03,0.99
7252,0.14,0.42,0.92
1389,0.04,0.05,1.0
2005,-0.02,0.1,1.01
6104,0.04,0.03,1.0
4911,0.04,0.04,1.01
2528,0.03,0.04,1.01
15729,0.07,-0.02,0.98
8056,0.04,0.05,1.01
18724,0.04,0.04,1.0
3162,0.04,0.02,1.0
8290,0.04,0.04,1.01
19122,0.04,0.04,1.0
5151,0.04,0.04,1.01
13646,0.06,0.12,1.06
4688,0.04,0.04,1.0
10727,-0.27,0.12,0.99
19249,0.04,0.05,1.0
17359,0.04,0.02,1.0
8495,0.05,0.02,1.0
9016,0.04,0.03,1.0
7134,0.04,0.05,1.0
14445,0.04,0.03,1.0
2169,0.04,0.05,1.01
9928,0.03,0.04,1.03
19653,0.25,0.14,0.86
3994,0.04,0.05,1.0
10697,0.04,0.04,1.0
17948,0.04,0.03,1.0
12952,0.04,0.04,1.0
13823,0.2,0.08,1.07
15213,0.04,0.05,1.0
8490,0.04,0.03,1.0
13849,0.04,0.04,1.01
12073,0.04,0.03,1.0
1388,0.04,0.05,1.0
17279,0.0,-0.11,1.05
14245,0.04,0.03,1.0
10830,0.04,0.04,1.01
12422,0.24,0.11,1.01
18065,0.04,0.03,1.0
3179,-0.02,-0.55,0.79
11736,0.04,0.03,1.0
3406,0.04,0.13,1.05
19509,0.04,0.04,1.01
11681,0.14,0.09,1.07
8740,0.04,0.03,1.01
1315,-0.01,0.02,1.05
11512,0.12,0.12,1.14
9460,0.04,0.03,1.0
17016,0.11,0.27,0.99
16756,0.15,0.2,0.99
5493,0.05,0.03,1.0
11849,0.04,0.02,1.0
14765,0.02,0.27,0.98
17018,0.05,0.28,0.82
2273,0.04,0.04,1.01
18074,0.04,0.02,1.0
14413,0.02,0.24,0.97
14971,0.04,0.03,1.0
9684,0.04,0.03,1.0
19661,0.14,-0.21999999999999997,1.0
17648,0.08,-0.18,1.04
14743,0.04,0.02,1.0
19779,0.01,-0.09000000000000001,0.77
12222,0.04,0.02,1.0
19367,0.21,0.16,1.11
12445,0.04,0.03,1.0
1543,0.04,0.05,1.0
15529,0.04,0.05,1.0
4946,0.05,0.07,0.95
15624,0.04,0.05,1.0
9474,0.04,0.03,1.0
7884,0.04,0.05,1.01
6020,0.04,0.02,1.05
4781,0.02,0.05,1.03
18747,0.04,0.04,1.0
10204,0.03,0.05,1.05
10486,0.04,0.04,1.0
11059,-0.09,0.1,1.1
13001,0.04,0.04,1.0
14904,0.04,0.02,1.0
6744,0.04,0.03,1.0
9637,0.04,0.03,1.0
3962,0.04,0.04,1.0
1111,0.04,0.04,1.0
4994,0.04,-0.25,0.81
14982,0.07,-0.05,0.97
10423,0.04,0.05,1.0
9189,0.04,0.02,1.0
12702,0.04,0.04,1.0
17395,-0.0,0.02,1.02
7868,0.03,0.05,1.01
10301,0.05,0.05,1.0
15415,0.04,0.04,1.0
10263,0.04,0.05,1.0
1740,0.04,0.05,1.0
15879,0.04,0.04,1.0
10923,0.03,0.05,1.01
562,0.04,0.02,1.0
14023,0.04,0.03,1.0
3466,0.04,0.02,1.0
10574,0.04,0.06,0.98
9315,0.04,0.02,1.0
14034,0.09,0.25,0.92
12149,0.04,0.02,1.0
58,0.1,0.07,1.02
13274,0.05,0.05,1.0
12455,0.04,0.03,1.0
9434,0.04,0.03,1.0
4455,0.04,0.05,1.0
17890,0.04,0.03,1.0
14461,0.02,-0.06,0.84
17112,0.04,0.03,1.0
1652,0.04,0.05,1.0
4975,0.04,0.04,1.01
2515,0.04,0.04,1.0
940,0.04,0.03,1.0
395,0.04,0.03,1.0
19640,0.03,0.05,1.01
15914,0.03,0.04,1.0
18126,0.02,-0.02,1.04
4081,0.04,0.05,1.0
19386,0.04,0.05,1.0
2962,0.04,0.02,1.0
14728,0.03,-0.12,0.99
6582,0.02,0.09,0.98
15203,0.04,0.05,1.0
18958,0.04,0.05,1.0
4722,0.04,0.04,1.0
16985,0.04,0.03,1.0
