x,y,z
0.04,0.03,1.00
0.04,0.03,1.01
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.01
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.01
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
-0.06,0.00,1.01
-0.08,0.01,1.06
-0.52,0.09,1.24
-0.42,0.12,0.99
-0.64,0.25,0.57
-0.91,0.30,0.40
-0.92,0.07,0.35
-0.99,0.25,0.12
-1.00,0.20,0.23
-0.89,0.09,0.51
-0.77,0.39,0.51
-0.40,0.36,0.72
-0.20,0.03,0.73
-0.01,0.31,1.32
-0.03,0.26,1.07
0.02,-0.02,0.89
0.00,0.05,1.00
0.03,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.07,0.06,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.03,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.00,0.04,1.05
-0.19,0.08,1.06
-0.34,0.05,1.22
-0.55,0.25,0.68
-0.75,0.13,0.71
-0.90,0.20,0.33
-0.92,0.14,0.27
-0.95,0.16,0.12
-1.02,0.12,0.20
-0.96,0.14,0.24
-0.84,0.07,0.84
-0.38,0.70,0.59
-0.09,-0.01,0.66
-0.10,0.09,1.06
-0.16,0.04,0.98
-0.04,0.06,1.00
0.03,0.00,0.99
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.01
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,-0.14,1.00
-0.05,0.02,1.02
-0.11,0.17,1.07
-0.34,0.09,1.29
-0.48,0.29,0.82
-0.62,0.14,0.86
-0.91,0.20,0.37
-0.93,0.13,0.26
-0.93,0.18,0.26
-1.00,0.14,0.16
-0.79,0.08,0.41
-0.71,0.27,0.36
-0.81,-0.29,1.08
-0.37,0.38,0.95
-0.02,0.04,0.77
-0.04,0.12,1.12
-0.00,0.11,0.96
0.01,0.05,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.05,0.07,1.00
0.01,0.00,1.02
-0.15,0.06,1.07
-0.20,0.11,1.13
-0.50,0.34,0.65
-0.65,0.27,0.65
-0.82,0.14,0.50
-0.91,0.21,0.27
-0.96,0.21,0.23
-0.98,0.23,0.12
-0.91,0.14,0.37
-0.89,0.20,0.36
-0.55,0.43,0.69
-0.29,0.12,0.95
-0.16,0.02,0.92
-0.07,0.12,1.25
-0.06,0.18,0.89
-0.03,0.09,0.98
0.03,0.04,1.00
0.08,0.00,0.96
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.03,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.00,-0.01,1.02
-0.17,0.00,1.06
-0.39,0.09,0.77
-0.41,0.09,0.62
-0.64,0.03,0.73
-0.66,0.09,0.64
-0.91,0.25,0.35
-0.95,0.25,0.14
-0.94,0.08,0.15
-0.92,0.14,0.30
-0.90,0.31,0.22
-0.56,-0.04,0.88
-0.38,0.93,0.90
-0.23,-0.08,0.69
-0.03,0.13,1.12
-0.08,0.08,0.98
-0.05,0.09,0.99
-0.00,0.05,1.01
0.09,-0.03,0.99
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
-0.01,0.08,1.03
-0.02,-0.01,1.00
-0.20,0.09,1.25
-0.35,0.15,0.73
-0.55,0.23,0.76
-0.64,0.25,0.48
-0.87,0.20,0.38
-1.00,0.29,0.16
-0.93,0.17,0.06
-0.92,0.16,0.32
-0.97,0.08,0.26
-0.54,0.21,0.82
-0.73,0.43,0.86
-0.13,0.23,0.94
-0.23,0.00,0.99
0.05,-0.06,1.09
0.01,0.01,1.05
0.03,0.07,0.98
0.03,0.03,1.03
0.02,0.02,0.98
0.04,0.02,1.01
0.04,0.02,1.00
0.05,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.01
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.01
-0.00,0.15,1.00
0.07,-0.07,1.14
-0.27,0.20,1.02
-0.36,0.16,0.61
-0.58,0.23,0.64
-0.76,0.26,0.52
-0.85,0.15,0.65
-0.91,0.15,0.22
-0.97,0.18,0.09
-0.88,0.15,0.48
-0.98,0.23,0.62
-0.59,0.25,0.61
-0.53,-0.18,0.71
-0.15,0.41,0.91
-0.06,0.15,1.20
-0.06,0.03,1.11
-0.05,0.00,0.93
0.02,0.03,1.00
0.07,0.07,1.13
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.03,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.01
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
