x,y,z
0.04,0.02,1.00
0.04,0.04,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.01
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.04,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.01
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.05,0.03,1.00
0.04,0.03,1.00
0.03,0.06,0.99
0.03,0.11,1.18
0.05,0.11,1.00
0.04,-0.05,0.95
0.02,-0.24,0.91
0.06,-0.04,0.99
0.07,-0.23,1.01
0.05,-0.12,0.86
0.05,-0.04,1.02
0.03,-0.12,0.99
0.00,-0.02,0.98
0.03,-0.27,1.05
-0.06,0.42,0.88
0.09,0.08,1.02
0.08,0.02,1.03
0.09,0.05,1.03
0.05,-0.02,1.00
0.03,0.02,1.03
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.01
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.03,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.03,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.02,0.03,1.00
0.03,0.18,1.03
-0.03,-0.04,1.07
0.02,0.27,0.98
0.00,-0.04,1.03
0.07,-0.09,1.00
0.10,-0.16,0.96
0.09,0.04,1.02
0.06,-0.08,0.93
0.03,-0.06,1.00
0.02,-0.02,1.01
-0.04,-0.11,0.91
-0.11,-0.21,1.00
0.01,0.48,0.93
0.15,0.21,1.02
0.09,0.04,1.05
0.08,0.04,1.03
