x,y,z
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.03,0.02,1.00
0.00,0.02,1.04
-0.10,0.06,1.01
-0.22,0.09,1.00
-0.25,0.09,0.95
-0.28,0.14,1.00
-0.36,0.11,0.88
-0.40,0.10,0.89
-0.45,0.12,0.87
-0.49,0.08,0.89
-0.46,0.12,0.87
-0.44,0.11,0.91
-0.43,0.09,0.89
-0.32,0.13,0.92
-0.16,0.00,1.00
-0.11,0.12,1.00
-0.05,0.08,1.02
0.00,0.02,1.01
0.03,0.04,1.04
0.03,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.03,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.03,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.03,0.03,1.00
0.03,0.03,1.00
0.01,0.04,1.00
-0.03,0.02,1.01
-0.09,0.02,1.01
-0.18,0.04,0.97
-0.23,0.10,1.09
-0.27,0.11,0.93
-0.37,0.05,1.02
-0.43,0.12,0.91
-0.41,0.09,0.80
-0.49,0.09,0.87
-0.48,0.09,0.88
-0.51,0.07,0.85
-0.51,0.09,0.83
-0.49,0.09,0.84
-0.45,0.11,0.85
-0.41,0.16,0.96
-0.29,0.04,0.94
-0.23,0.06,0.87
-0.14,0.11,1.09
-0.07,0.06,0.99
-0.06,0.04,1.06
0.00,0.02,1.00
0.02,0.04,1.00
0.04,0.03,1.00
0.04,0.02,1.01
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.03,0.01,1.00
0.03,0.03,1.05
-0.05,0.03,1.08
-0.15,0.06,0.88
-0.23,0.10,0.88
-0.26,0.12,1.00
-0.29,0.09,0.92
-0.36,0.06,0.86
-0.37,0.09,0.92
-0.41,0.09,0.94
-0.42,0.10,0.86
-0.42,0.10,0.91
-0.46,0.11,0.83
-0.48,0.08,0.89
-0.52,0.09,0.85
-0.54,0.10,0.84
-0.54,0.09,0.81
-0.56,0.07,0.84
-0.53,0.09,0.80
-0.41,0.08,0.91
-0.34,0.12,1.04
-0.18,0.06,0.95
-0.04,0.05,0.93
-0.00,0.16,0.93
-0.03,0.06,1.04
0.04,0.05,1.00
0.04,0.03,1.00
0.00,0.04,1.01
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.03,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
